I ^pp1a+pp1+++=I
require ^vb+vsua+tht0++=require
your ^pp$+pp2+++=your
assistance ^nn+nom+++=assistance
to ^to+vcmp+++=to
rewrite ^vb++++=rewrite
an ^at++++=an
article ^nn++++=article
about ^in++++=about
Contract ^nn++++=Contract
Review ^nn++++=Review
in ^in++++=in
the ^ati++++=the
context ^nn++++=context
of ^in++++=of
Domestic ^jj+atrb+++=Domestic
Building ^jj+atrb++xvbg+=Building
Project ^nn++++=Project
in ^in++++=in
Vic ^np++++=VIC
, ^zz++++=,
Australia ^np++++=Australia
 ^zz++++=.
For ^in++++=For
Now ^rn+tm+++=now
 ^zz++++=,
Just ^rb+emph+++=just
Acknowledge ^vb+vpub+tht0++=acknowledge
My ^pp$+pp1+++=my
Message ^nn+nom+++=message
 ^zz++++=.
