How ^wrb+who+++=How
are ^vb+ber+aux++=are
computations ^nns+nom+++=computations
performed ^vwbn+++xvbn+=performed
on ^in++++=on
a ^at++++=a
quantum ^nn++++=quantum
computer ^nn+nom+++=computer
work ^nn++++=work
? ^zz++++=?
For ^in++++=For
example ^nn++++=example
, ^zz++++=,
for ^in++++=for
a ^at++++=a
quantum ^nn++++=quantum
computer ^nn+nom+++=computer
with ^in++++=with
3 ^zz++++=3
qubits ^nns+++??+=qubits
, ^zz++++=,
how ^wrb+who+whq++=how
can ^md+pos+++=can
I ^pp1a+pp1+++=I
perform ^vb++++=perform
a ^at++++=a
computation ^nn+nom+++=computation
of ^in++++=of
finding ^xvbg+++xvbg+=finding
the ^ati++++=the
exponent ^nn++++=exponent
of ^in++++=of
7 ^zz++++=7
on ^in++++=on
all ^abn++++=all
8 ^zz++++=8
superpositions ^nns+nom+++=superpositions
? ^zz++++=?
