Can ^md+pos+++=Can
you ^pp2+pp2+++=you
reverse ^nn++++=reverse
6947 ^cd++++=6947
3155 ^cd++++=3155
6438 ^cd++++=6438
9363 ^cd++++=9363
4352 ^cd++++=4352
3639 ^cd++++=3639
0940 ^nn+++??+=0940
8811 ^cd++++=8811
0930 ^nn+++??+=0930
8112 ^cd++++=8112
2414 ^cd++++=2414
3561 ^cd++++=3561
9838 ^cd++++=9838
4141 ^cd++++=4141
7866 ^cd++++=7866
0076 ^nn+++??+=0076
9188 ^cd++++=9188
8428 ^cd++++=8428
7555 ^cd++++=7555
7472 ^cd++++=7472
1361 ^cd++++=1361
6531 ^cd++++=6531
4575 ^cd++++=4575
2926 ^cd++++=2926
6327 ^cd++++=6327
? ^zz++++=?
